Pitcher,PitcherTeam,Overall_StuffPlus,Overall_WhiffPlus,Overall_CalledStrikePlus,Overall_wOBACONPlus,Overall_PitchingPlus,Overall_PitchingWhiffPlus,Overall_PitchingCalledStrikePlus,Overall_PitchingwOBACONPlus,Total_Pitches,Num_Pitch_Types,Avg_Velocity,Avg_Extension
Hawks Kamden,MOR_EAG,119.5,111.2,114.8,77.7,111.8,110.6,106.5,84.3,664,8,85.5,5.6
Alex Clemons,SOU_JAC,119.5,115.1,111.9,74.7,102.4,124.2,67.2,67.6,131,5,87.1,6.1
Noah Palmese,WEB_INT1,119.4,113.5,97.1,81.4,120.3,118.5,103.5,91.0,97,3,90.5,6.0
Blake Hooks,LOU_BUL,119.4,107.6,108.4,113.5,101.5,100.9,94.4,107.7,537,7,89.8,5.6
Joseph Dzierwa,MIC_SPA,119.4,122.2,95.1,95.2,128.7,125.4,107.2,98.4,1265,8,87.0,6.1
Reed Garris,CLE_TIG,119.4,111.5,96.4,80.9,119.5,118.1,99.0,86.2,345,7,90.4,6.2
Sam Hart,IOW_HAW,119.4,107.5,121.9,98.8,108.8,103.3,113.1,98.3,250,5,83.5,6.5
Blake Peyton,TEN_WES,119.4,114.8,103.8,96.4,107.0,124.9,84.5,90.1,55,5,87.1,6.1
Nate Crider,LOU_BUL,119.3,120.1,103.7,93.3,110.6,124.5,92.8,92.0,443,6,88.1,5.5
Holden DeJong,NJI_HIG,119.3,123.1,91.3,100.3,121.8,124.3,107.2,100.2,307,5,87.9,6.4
Eddie Camolilla,THO_UNI,119.3,108.6,110.6,70.0,112.0,114.6,99.2,68.4,31,2,86.2,5.8
Zach Bates,ILL_ILL,119.3,114.5,111.8,96.1,108.7,102.4,113.6,99.5,314,4,88.3,6.3
Kai Decker,MER_BEA,119.3,110.9,114.8,91.2,115.7,108.3,121.6,100.8,104,4,91.5,6.7
Mason Brassfield,TCU_HFG,119.3,125.4,84.4,105.8,117.1,122.9,98.5,110.8,906,6,88.2,5.5
Hunter Elliott,OLE_REB,119.3,124.0,98.2,97.7,113.3,119.4,95.0,94.1,1248,6,84.5,6.1
Luke Mcneillie,FLA_GAT,119.3,122.9,92.1,91.0,116.8,116.7,106.2,95.6,271,7,90.0,5.1
Jacob Morrison,COA_CHA,119.3,115.1,103.1,88.8,123.3,125.1,101.7,91.4,1080,7,87.2,6.3
Kaleb Applebey,AUS_GOV,119.2,110.9,106.9,106.8,108.8,111.5,99.5,114.3,363,6,89.2,6.1
Miller Green,VAN_COM,119.2,120.0,101.4,105.2,118.8,122.7,105.4,103.8,336,7,87.2,5.9
Micah Bucknam,DAL_PAT,119.2,129.2,86.1,103.8,113.1,120.4,101.7,103.0,909,9,89.0,5.7
Zane Coppersmith,STE_HAT,119.2,112.8,93.7,72.7,107.3,111.0,89.4,71.6,341,8,90.4,5.5
Benjamin Blair,LIB_FLA,119.2,108.0,107.8,104.3,116.7,106.4,113.6,108.9,1122,7,90.1,6.3
Nathan Dvorsky,CLE_TIG,119.1,128.2,69.8,99.6,111.4,119.1,97.9,98.2,421,6,85.6,5.8
Destin Allen-Fox,CAL_MAT,119.1,106.3,122.5,86.7,102.3,99.6,99.2,79.6,20,4,85.6,6.4
Abe Chancellor,AUB_TIG,119.1,125.3,88.7,87.7,122.0,126.5,110.8,94.2,97,5,82.5,6.2
Donovann Jackson,SAN_GAU,119.0,129.2,74.9,98.9,110.2,117.2,87.4,99.0,586,4,81.2,5.8
Cody Bowker,VAN_COM,119.0,113.5,112.1,93.9,118.7,120.9,103.6,96.1,1060,7,88.3,5.8
Ryan Prager,TEX_AGG,119.0,120.7,88.8,82.7,120.7,121.1,106.5,92.7,1140,5,83.7,6.0
Matthew Lanzendorfer,VIR_CAV,119.0,115.5,105.9,89.7,119.3,116.2,110.5,86.6,499,6,88.7,5.6
Kevin Mannell,MSU_BDG,118.9,103.7,113.5,111.7,109.8,95.5,120.6,106.9,205,4,86.5,6.0
Ryan Sprock,ELO_PHO,118.9,112.9,104.2,74.7,115.1,114.2,105.7,85.7,283,4,88.6,6.1
Cale Bolton,NOR_TAR,118.9,121.4,101.0,105.4,111.4,109.2,112.4,101.4,122,5,86.9,5.6
Andres Camargo,SOU_UNI,118.9,114.1,114.1,82.6,104.8,112.8,97.8,82.6,17,2,86.5,5.2
Hudson Rowan,FLO_SEM,118.9,113.6,100.7,90.5,100.7,104.9,93.2,83.5,160,5,88.2,5.9
Trevor Geddes,IU,118.9,121.0,101.4,109.0,103.0,116.9,99.1,108.9,36,3,79.5,5.2
Jake Geis,LOY_LIO,118.9,119.5,101.4,91.1,115.5,111.4,108.9,91.6,176,5,86.5,5.5
Ben Grable,IU,118.8,117.3,100.8,82.5,122.8,122.2,108.4,93.8,862,4,88.8,6.3
Kameron Douglas,ALA_HOR,118.8,114.6,91.4,74.0,102.4,107.8,93.1,89.0,170,7,88.9,5.4
Mason McConnaughey,NEB,118.8,115.4,102.8,82.6,118.3,115.1,111.2,85.0,160,7,89.3,6.1
Eli Buxton,ARI_SUN,118.8,122.3,79.9,97.3,101.0,117.5,85.8,95.3,143,3,88.3,6.1
Andre Duplantier,TEX_LON,118.8,111.1,103.3,93.5,111.8,108.4,106.9,102.5,390,7,85.6,5.6
Pierce Coppola,FLA_GAT,118.8,111.9,112.2,90.6,116.8,126.8,96.0,93.2,315,5,87.5,6.2
Logan Snow,UWM_PAN,118.8,103.4,119.1,106.6,115.3,105.7,109.9,107.0,215,7,83.5,5.7
Caden Hunter,SOU_TRO,118.8,116.5,97.6,88.1,112.5,112.4,105.0,94.6,1237,9,88.1,6.3
Ryan Lynch,NOR_TAR,118.8,111.9,102.4,111.0,113.4,111.1,99.5,98.8,730,6,90.6,6.2
Cullen Horowicz,SAM_BUL,118.7,124.8,89.0,91.3,106.2,113.1,97.0,91.9,190,5,92.4,5.5
JD Thompson,VAN_COM,118.7,115.1,112.4,86.9,126.0,124.5,103.4,109.6,74,4,85.8,6.0
Tyler McLoughlin,GEO_BUL,118.7,112.2,109.8,85.6,114.7,114.7,101.9,84.9,320,6,91.0,6.3
Parker Coil,ARK_RAZ,118.7,117.9,99.9,106.4,126.5,115.3,123.9,100.6,218,4,86.2,5.4
Cullen McKay,COA_CHA,118.7,120.8,91.6,84.6,102.5,111.8,88.9,82.1,295,4,88.2,5.5
Jake Goble,SOU_JAC,118.6,121.8,91.9,100.9,119.3,119.4,104.9,101.3,135,4,85.5,5.4
Luke Jackson,TEX_AGG,118.6,117.6,106.8,89.0,117.2,123.3,95.8,91.2,343,4,92.5,6.0
Sean Episcope,PRI_TIG,118.6,120.4,98.8,97.2,121.5,121.7,108.8,97.6,304,7,89.2,5.5
Hunter Baynes,OLD_MON,118.6,120.9,93.3,90.5,115.1,124.1,89.0,81.1,202,5,91.7,5.8
Andrew Floyd,SAL_JAG,118.5,116.7,91.6,85.7,126.6,122.4,105.7,91.6,360,6,88.2,5.7
Joey Ciancimino,MON_HAW,118.5,117.2,108.3,88.1,111.3,110.3,108.2,91.9,535,6,87.8,5.7
Clayton Johnson,IlI_SPR,118.5,118.5,107.4,104.6,77.0,84.9,85.1,72.9,31,2,90.1,6.0
Hunter Alberini,ARI_WIL,118.5,117.3,107.0,90.3,119.4,119.9,101.3,86.2,364,6,89.2,6.0
Kyle Emmons,TOW_TIG,118.5,124.4,91.7,77.7,113.7,123.7,89.9,84.3,267,5,88.5,5.9
Cody Delvecchio,UCLA,118.4,121.5,83.7,74.3,116.4,126.3,94.5,81.5,587,6,89.5,5.2
Darin Horn,COA_CHA,118.4,111.0,110.7,118.2,107.2,114.7,96.5,121.0,371,6,86.7,5.6
Tanner Bradley,ORE_DUC,118.4,118.0,101.9,116.2,127.5,129.3,107.0,110.7,28,4,84.5,6.3
Jacob Murray,CAM_CAM,118.3,114.9,108.6,94.9,108.4,107.8,104.0,88.2,933,5,86.6,5.9
Josh Gunther,WAK_DEA,118.3,120.2,103.8,86.9,112.9,120.3,101.6,87.9,472,8,87.3,6.3
Jake McCoy,SOU_GAM,118.3,116.1,95.9,107.2,113.4,116.7,91.6,99.5,1083,6,89.8,5.7
Mason Edwards,SOU_TRO,118.3,116.8,98.7,85.8,108.5,114.0,99.4,87.8,307,4,85.8,5.7
Paul Farley,GEO_BUL,118.2,120.3,99.5,109.4,110.2,115.3,100.9,104.0,222,8,87.3,5.6
Carson Marsh,CIN_BEA,118.2,120.4,98.3,89.0,108.0,118.1,94.4,90.4,608,5,88.2,5.7
Bryan Arendt,UNC_SEA,118.2,114.4,100.9,78.5,104.2,115.5,85.9,94.5,89,6,92.9,6.0
Anthony Steele,PEN_NIT,118.2,111.7,106.9,90.2,107.9,108.2,101.3,90.0,636,6,88.3,6.0
Mason Bixby,TCU_HFG,118.2,121.9,96.4,95.4,107.4,118.9,91.9,88.0,276,6,92.4,6.3
Madden Clement,VIR_TEC,118.2,117.9,101.0,100.9,126.5,123.0,109.9,93.4,56,3,86.3,6.0
Zachary Royse,UTS_ROA,118.2,122.6,78.8,98.6,116.2,123.6,94.1,97.8,1184,9,90.8,5.9
Patrick Forbes,LOU_CAR,118.2,115.4,112.3,94.4,116.7,120.6,100.3,90.9,1062,6,91.5,6.0
Sam Tookoian,OLE_REB,118.1,122.3,90.9,97.6,116.6,120.1,97.4,90.5,76,6,89.4,6.2
Levi Huesman,VAN_COM,118.1,122.7,92.1,105.3,115.6,125.3,93.4,109.3,212,7,85.8,6.1
Declan Dahl,SEM_STA,118.1,119.1,99.5,87.9,128.6,123.1,109.9,99.8,88,3,87.0,6.4
Landon Waters,OLE_REB,118.1,120.0,95.9,86.7,110.2,121.3,90.7,91.9,282,8,88.6,5.4
Clayton Freshcorn,TEX_AGG,118.1,119.5,100.6,91.6,121.2,122.1,98.3,92.4,304,5,90.1,6.2
Zachery Mack,LOY_LIO,118.1,117.9,103.1,96.3,113.0,109.0,111.1,89.0,705,7,87.2,6.2
Ethan Lund,OKL_COW,118.0,115.0,93.0,100.6,111.3,114.8,88.1,88.3,161,8,90.3,6.1
Albert Roblez,LON_DIR,118.0,116.7,95.4,81.7,114.6,116.0,99.4,86.6,501,6,86.8,6.1
Braden Simms,PIE_LIO,118.0,120.7,104.1,85.6,115.3,116.8,118.2,100.0,47,2,83.5,6.0
Wes Mendes,FLO_SEM,118.0,116.0,103.4,95.1,119.2,121.4,100.4,96.6,1044,6,86.8,5.9
Alexis Gravel,MCN_COW,117.9,124.0,93.3,96.7,111.5,121.7,97.5,101.5,605,5,85.1,4.9
Devon King,CSD_TRI,117.9,117.5,104.4,83.4,120.2,118.3,110.4,90.7,323,8,84.7,5.3
Erick Diez,LON_DIR,117.9,110.2,105.6,64.2,99.5,104.8,89.8,95.0,60,2,88.7,5.5
Marcus Phillips,TEN_VOL,117.9,123.1,99.7,100.5,121.3,122.6,105.4,101.2,1083,4,91.9,6.2
Aidan Knaak,CLE_TIG,117.9,122.1,92.1,92.0,119.4,126.7,97.7,96.0,1286,10,85.8,6.1
Cody New,CAL_LAN,117.9,116.4,105.7,95.5,115.4,115.5,109.5,105.9,1050,6,85.8,6.0
Andy Leon,COL_LION,117.8,112.5,115.8,86.6,129.6,117.2,127.3,81.0,30,4,83.7,5.9
Caden McCoy,TEX_AGG,117.8,123.7,81.3,90.0,114.1,121.9,95.2,97.1,320,7,86.3,5.7
Brady Kehlenbrink,MIZ_TIG,117.8,115.5,98.8,86.3,110.5,121.4,82.1,91.2,667,4,85.2,5.9
Colby Frieda,TRO_TRJ,117.8,113.5,102.6,85.2,114.5,113.3,104.8,91.1,658,6,89.0,5.7
Michael Fernandez,MIA_HUR,117.8,112.9,99.7,82.0,111.2,114.8,93.3,83.6,280,7,88.1,5.2
Will Eldridge,IU,117.7,119.4,107.2,83.0,106.0,116.0,93.2,80.9,89,2,88.9,5.5
Clay Edmondson,NCA_BUL,117.7,101.6,119.3,114.7,112.6,102.6,117.5,109.1,509,6,86.2,4.7
Landon Payne,SOU_GOL,117.7,118.1,93.6,117.6,106.5,112.7,96.4,103.5,9,3,88.9,6.4
Riley Kelly,CAL_ANT,117.7,118.6,98.8,81.5,114.2,119.0,99.1,86.3,471,6,87.9,6.4
Cody Airington,AUS_GOV,117.7,111.5,113.5,71.3,116.6,117.5,100.4,79.5,453,5,90.1,6.3
Cole Gilley,IU,117.7,119.5,86.2,90.5,114.4,123.2,92.8,96.6,967,9,86.9,5.0
Michael Ebner,SOU_TRO,117.7,119.4,95.5,101.0,111.2,111.6,101.3,98.1,243,6,87.1,6.0
A.J. Russell,TEN_VOL,117.7,116.2,103.8,93.0,118.5,118.0,99.9,96.0,251,4,90.9,6.0
Teddy Brennan,GEO_COL,117.7,119.4,95.8,98.7,113.0,117.2,101.9,100.1,809,5,83.6,5.7
Tayler Montiel,TUL_GRE,117.6,106.3,116.8,118.0,116.8,107.6,108.7,121.4,601,6,90.0,5.6
Ben Jacobs,ARI_SUN,117.6,119.8,91.4,86.9,122.8,130.0,96.8,90.8,1384,8,87.2,5.6
Davis Aiken,COL_CHA,117.6,105.3,106.3,65.9,119.9,111.1,113.1,79.2,413,5,90.1,5.4
Mavrick Rizy,LSU_TIG,117.6,110.6,107.4,102.5,107.8,108.7,96.9,97.5,477,8,91.8,5.8
Thomas Skrobe,HOL_CRU,117.6,117.1,97.3,87.5,121.5,117.1,120.3,97.4,45,2,87.2,5.3
Connor Knox,GEO_PAT,117.6,119.5,93.1,96.8,119.7,122.5,98.4,98.1,310,5,88.7,5.7
William Schmidt,LSU_TIG,117.6,116.7,106.5,88.7,106.4,110.9,100.3,85.8,572,5,89.0,5.7
Sam Garewal,STA_CAR,117.6,113.1,98.1,84.5,113.7,110.8,108.9,86.3,567,5,87.2,5.6
Zachary Hernandez,BEL_BRU,117.6,121.8,87.0,92.3,98.8,123.0,80.4,94.7,280,6,88.3,5.3
Zach Ernisse,CSD_TRI,117.5,115.2,96.5,80.5,110.0,114.5,93.1,77.3,138,4,87.0,5.7
Ryan Rushing,IU,117.5,112.4,108.2,83.2,110.2,113.1,93.7,85.5,276,2,89.0,6.5
Griffin Green,WAK_DEA,117.5,111.9,100.2,115.1,104.6,103.6,99.8,107.7,509,8,88.8,6.1
Collin Bosley-Smith,LIP_BIS,117.5,108.9,109.4,81.2,112.2,105.9,113.4,78.5,421,7,87.1,5.8
Nick Biasi,CAM_CAM,117.5,113.3,107.8,87.0,104.8,106.5,102.2,87.4,164,6,84.1,5.6
Antonio Socarras,PIT_PAN,117.4,113.6,107.1,77.1,104.2,105.6,101.2,82.3,245,5,89.6,5.8
Caleb Cockerham,LEN_BEA,117.4,117.9,106.9,106.1,109.3,129.7,91.6,107.7,76,3,83.1,5.4
Andrew Healy,DUK_BLU,117.4,116.7,113.1,97.1,116.0,109.4,121.3,99.9,758,9,86.2,5.6
Mason Smith,WIL_CAR,117.4,124.6,93.4,106.7,107.2,107.3,109.1,93.9,99,6,81.9,5.3
JB Middleton,SOU_GOL,117.4,124.3,79.5,89.3,116.9,122.1,95.9,95.7,1347,9,91.4,6.2
Toby Twist,ORE_DUC,117.4,118.9,88.0,88.5,118.8,126.1,94.3,89.2,38,3,89.1,5.5
Robbie Knowles,KAN_JAY,117.4,110.5,99.6,75.6,111.2,112.9,94.4,75.4,162,6,92.6,5.2
Malachi Witherspoon,OKL_SOO,117.4,116.4,97.7,110.5,118.2,117.8,104.8,103.0,1150,8,91.8,6.0
Adam Troy,PEP_WAV,117.4,119.0,86.1,80.4,103.2,108.4,89.8,85.6,234,6,90.1,6.1
Ricky Ojeda,CAL_ANT,117.3,114.2,108.0,81.7,115.6,118.0,102.3,83.8,473,7,87.2,6.9
Andrew Gaines,PIT_PAN,117.3,119.5,85.1,87.4,96.7,105.1,90.0,88.5,196,7,90.3,6.4
Ryan Beaird,TAR_TEX,117.3,120.4,88.5,101.6,101.8,115.0,85.9,87.5,129,4,89.0,5.6
Logan Lunceford,WAK_DEA,117.3,115.1,101.6,82.6,109.5,116.9,95.2,81.6,1009,5,85.1,6.0
Jake Hembree,GEO_PAN,117.3,115.4,103.0,94.3,109.2,114.2,97.5,97.5,723,7,86.0,6.2
Christian Valent,FUL_COL,117.3,110.4,98.6,75.3,81.5,102.1,64.0,69.2,41,4,86.4,5.2
Brant Melancon,SOU_LIO,117.3,100.6,121.0,77.4,102.3,100.9,101.3,93.7,68,1,86.2,6.5
Blake Dean,KAN_WIL,117.3,123.5,84.9,108.7,113.3,113.8,108.3,101.7,551,8,84.7,5.8
Nathan Leininger,TOL_ROC,117.2,112.9,100.2,103.4,111.2,107.4,106.5,104.5,378,6,86.2,5.7
Luke Guth,VAN_COM,117.2,117.2,107.9,96.5,114.3,122.8,101.3,96.4,251,7,87.4,5.4
Landon White,BRY_BUL,117.2,109.2,111.5,87.1,115.2,118.4,102.9,96.0,280,6,82.2,6.0
Ty Uber,STA_CAR,117.2,124.5,80.1,98.6,114.3,128.4,86.8,100.2,605,8,87.8,6.2
Carson Turnquist,CAL_MUS,117.2,114.3,96.9,79.6,113.5,115.7,89.5,71.0,65,6,89.1,6.6
Ian White,ECU_PIR,117.2,119.3,103.4,80.8,104.5,115.6,92.1,90.9,176,6,83.3,5.3
Tomas Valincius,VIR_CAV,117.2,114.7,103.4,109.4,115.8,115.3,107.9,111.5,973,8,89.6,5.6
Patrick Galle,OLE_REB,117.2,119.4,86.7,96.2,112.0,116.2,98.7,100.2,130,3,93.2,6.3
Joey Volini,FLO_SEM,117.2,125.1,80.2,107.8,115.0,116.2,102.4,105.0,1132,9,84.3,5.8
Jake Crews,GEO_PAN,117.1,119.9,97.9,76.5,121.0,134.7,98.9,116.6,28,3,87.9,6.7
Cooper Cavanaugh,DAV_WIL,117.1,110.6,101.4,84.8,108.1,116.7,91.6,74.8,249,4,84.3,5.7
Griffin Madden,JMU_DUK,117.1,111.7,100.1,85.1,105.8,112.1,90.6,81.0,432,7,88.8,5.9
Caiden Johnson,TEN_WES,117.1,115.6,118.2,98.0,79.4,84.7,86.4,104.3,14,3,86.4,6.2
Skylar Jones,NEW_PRI,117.1,117.1,93.1,119.4,97.8,106.7,92.0,107.5,451,7,89.5,5.4
Tyler August,LIB_FLA,117.1,115.3,104.0,89.8,118.4,114.6,108.8,92.3,454,8,92.8,6.0
Ryan Piech,XAV_MUS,117.0,115.3,96.5,91.0,107.3,109.6,94.4,84.0,1089,8,87.7,6.0
Kade Brown,SAC_HOR,117.0,125.6,73.2,114.0,117.4,124.0,98.4,112.8,481,8,85.6,5.3
Chris Gallagher,PUR_BOI,117.0,97.8,113.8,120.6,102.9,95.2,111.6,121.7,190,4,81.5,5.9
Michael Malki,CAL_LAN,116.9,117.9,101.6,106.7,99.0,101.9,99.5,94.1,69,3,83.1,5.7
JJ Glasscock,WES_MOU,116.9,119.2,108.7,100.3,103.7,111.0,97.0,76.0,127,3,86.4,6.0
Ryan Piech,IU,116.9,119.9,76.5,104.0,99.3,105.5,81.4,87.6,67,5,89.6,6.3
Carson Bailey,BAY_BEA,116.9,116.2,97.0,108.0,113.9,115.4,103.9,108.0,911,8,88.4,5.6
Michael Catalano,OKL_SOO,116.9,114.8,103.0,96.7,116.2,116.4,100.9,104.0,373,5,88.6,6.4
Carson Ballard,GIT_YEL,116.9,117.8,86.2,99.1,114.1,117.5,98.0,103.2,431,7,87.6,5.6
Calvin Proskey,SAN_GAU,116.9,117.1,92.5,85.0,111.7,113.7,98.1,87.8,769,6,87.2,5.9
Brady Koester,NOT_IRI,116.9,115.9,93.0,83.5,105.4,115.4,85.6,77.5,197,5,87.2,5.7
Tai Phetluangsy,WES_TEX,116.9,117.8,99.6,80.7,115.5,114.6,111.0,93.7,74,4,86.1,5.6
Cole Gilley,XAV_MUS,116.8,119.1,97.1,93.8,119.1,129.6,95.4,98.9,83,4,84.6,5.0
Roman Kimball,SOU_GAM,116.8,120.9,98.1,89.1,104.3,105.4,106.9,92.5,140,5,86.6,6.1
David Platt,TRO_T,116.8,109.1,117.9,90.0,91.4,109.9,84.1,103.6,18,2,83.7,6.3
Drew Rerick,TEX_LON,116.8,116.9,95.0,92.0,105.1,110.0,99.5,82.4,134,3,90.2,6.1
Ryan Speshyock,STA_CAR,116.8,114.4,107.6,83.0,114.7,116.7,99.9,90.4,534,8,89.9,6.4
Kolten Smith,GEO_BUL,116.8,123.7,86.9,100.9,114.6,124.9,95.0,100.4,628,7,85.6,5.9
Jordan Stephens,GEO_BUL,116.8,114.3,111.4,83.2,112.1,109.3,111.4,89.7,298,9,92.7,5.7
Peyton Smith,TEX_AGG,116.7,109.8,109.3,100.7,114.9,110.3,102.1,94.6,85,4,90.1,6.1
Michael Salina,STB_BON,116.7,117.7,97.5,94.8,119.4,117.4,109.8,107.6,144,3,90.8,6.2
Shea Wendt,CRE_BLU,116.7,111.5,103.0,84.3,103.2,109.8,91.0,78.9,358,5,88.2,5.9
Rhys Bowie,WAK_DEA,116.7,107.9,105.5,103.0,107.9,110.4,93.8,101.7,261,5,91.2,5.9
Ben Barrett,FLO_SEM,116.7,120.0,85.6,113.5,105.8,119.7,88.5,104.5,247,6,90.6,6.1
Lucas Chantres,FGCU,116.7,110.0,114.3,79.9,98.4,105.1,83.1,76.1,45,5,86.6,5.4
Will McEntire,ARK_RAZ,116.7,120.0,93.0,95.3,121.2,125.2,105.5,102.1,348,6,86.3,5.9
Ryan Sluk,CAL_UNI,116.7,116.7,96.3,78.0,105.6,101.7,109.2,89.6,34,3,87.5,5.3
Julian Custer,CSD_TRI,116.7,108.5,127.0,83.3,38.8,74.7,33.7,78.1,9,3,88.8,5.5
Nicholas Weyrich,MAR_THU,116.7,96.0,103.4,127.7,104.7,96.3,103.9,118.3,613,5,87.5,5.8
Jack Turner,NMS_AGG,116.6,107.7,104.8,118.3,114.1,106.5,108.0,114.5,697,8,88.8,5.6
Ulises Quiroga,TEX_A&M1,116.6,121.2,89.3,87.5,117.4,127.9,91.0,98.2,203,5,86.5,6.3
Kyle Percival,NOR_TAR,116.6,116.2,99.4,95.2,108.1,110.2,93.1,92.9,105,4,87.8,6.2
DJ Merriweather,AUS_GOV,116.6,116.9,102.7,86.5,108.9,116.4,95.6,85.8,177,6,83.3,6.8
Jarrette Bonet,SAN_JAC,116.6,113.4,96.6,97.2,118.8,114.8,111.4,97.1,138,3,89.8,6.0
Beau Bryans,ALA_CRI,116.6,109.2,105.9,111.4,106.1,104.0,101.7,106.3,225,4,91.4,5.4
Carter Rasmussen,WOF_TER,116.6,109.7,100.2,75.6,114.5,112.4,96.4,84.0,685,6,90.7,5.8
Nick Bassi,NIU_HUS,116.6,111.4,107.2,73.5,109.0,108.0,105.1,92.5,165,4,85.8,5.7
Landon Scilley,LIB_FLA,116.6,107.2,116.2,84.1,107.6,104.0,86.0,76.8,14,3,87.3,5.7
Payton Manca,FLO_SEM,116.6,109.7,109.6,91.1,108.1,105.5,107.5,87.7,390,6,87.1,5.9
James Morice,NOR_HUS,116.6,115.7,101.8,117.7,95.2,100.6,86.6,95.9,65,3,88.3,5.5
Mason Shropshire,UTM_SKY,116.5,109.4,108.7,83.2,111.7,106.2,105.9,81.1,70,4,88.1,5.8
Mason Koch,AUB_TIG,116.5,122.0,94.2,102.5,120.3,127.3,100.3,106.3,51,4,84.8,5.9
Dax Dathe,ANG_STA,116.5,110.8,112.7,89.8,102.9,106.6,92.6,78.2,64,2,88.5,5.9
Brady Louck,FLO_SEM,116.5,115.0,97.1,81.0,104.6,107.1,101.2,86.1,186,7,87.7,5.7
Brayan Orrantia,NMX_THU,116.5,126.1,72.6,98.3,113.2,117.6,95.5,97.6,109,5,87.8,6.2
Jacob Dienes,NOR_WOL,116.5,100.2,132.2,112.7,66.9,92.7,70.8,88.4,12,3,83.6,6.0
Ryan McPherson,MSU_BDG,116.5,119.2,87.7,94.8,110.9,117.9,94.2,94.0,395,7,90.4,6.2
Ryan Osinski,VIR_CAV,116.5,116.1,94.8,88.5,112.5,113.8,107.5,95.9,352,8,90.9,6.1
Aiden Jimenez,ARK_RAZ,116.5,121.4,75.4,110.1,120.0,124.9,96.8,110.6,499,7,89.5,5.9
Tyler Van Dyke,STE_HAT,116.5,113.6,104.8,86.9,121.3,116.4,107.0,92.6,445,7,88.4,6.0
Easton Marks,FLO_PAN,116.4,121.7,89.1,96.9,110.3,110.9,104.3,94.1,1166,6,87.8,5.3
Sean Zaslaw,BRY_BUL,116.4,119.5,87.8,93.9,109.0,105.4,107.5,99.5,128,5,87.3,5.7
Andrew Shaffner,NOR_WOL,116.4,121.6,100.1,97.3,119.5,119.6,113.4,104.1,524,4,86.4,5.6
Logan Grubb,KEN_WIL,116.4,108.9,109.1,82.5,108.8,109.2,92.9,85.0,28,4,88.1,5.4
Walker McDuffie,NOR_TAR,116.4,116.4,110.9,97.4,107.6,118.0,97.0,97.4,719,10,86.8,5.3
J.D. Thompson,VAN_COM,116.4,116.4,100.5,91.4,121.6,121.5,102.1,93.8,1162,6,87.0,5.8
Jake Michalak,OSU_BUC,116.4,114.7,96.6,114.6,98.2,97.5,99.1,97.8,1000,7,88.9,5.7
Matthew Tippie,TEX_BOB,116.4,116.6,105.9,100.2,111.0,115.3,104.4,97.9,708,7,86.0,5.6
Payton Doyle,KEN_OWL,116.4,112.1,104.8,109.7,93.3,114.5,68.5,74.5,24,3,84.1,5.6
Will Banks,DAV_WIL,116.4,121.7,84.9,100.8,101.1,109.6,93.4,92.6,174,6,87.7,5.5
Jackson Kircher,OKL_SOO,116.3,111.2,105.2,84.2,116.9,115.1,101.9,84.1,205,6,90.7,6.3
Jack Lazark,SAN_BRO,116.3,109.9,102.2,75.4,114.2,112.6,99.2,88.0,202,5,90.5,6.1
Brady St. Pierre,SOU_LIO,116.3,106.3,100.1,75.9,112.3,113.2,95.5,88.8,472,7,89.5,5.6
Jack Martinez,ARI_SUN,116.3,123.1,92.5,87.5,120.9,127.5,106.0,93.3,1284,6,84.9,6.5
Charlie Weber,SLU_BILL,116.3,111.3,107.6,96.7,118.9,113.6,116.9,105.3,458,8,84.3,6.3
Kaden Echeman,NOK_NOR,116.3,118.3,99.4,86.6,109.3,111.3,101.4,91.1,436,6,87.7,5.8
Jason Reitz,ORE_DUC,116.3,123.4,82.4,97.4,109.1,117.7,96.5,94.2,978,8,89.1,5.7
Cole Cheatham,UAB_BLA,116.3,106.7,120.1,108.4,110.1,105.4,111.9,102.9,1243,10,86.7,4.9
Will Mercer,TEX_LON,116.3,120.1,85.9,99.5,111.0,120.6,83.3,91.6,38,3,89.2,6.0
Kyler Mentzel,HBU_HUS,116.3,109.0,111.7,86.6,93.7,98.2,95.3,88.1,141,5,84.7,5.7
Noah Hertzler,WM_TRI,116.2,120.9,91.3,98.4,95.8,105.3,91.0,93.7,315,7,84.6,5.8
Elijah Underhill,EKU_COL,116.2,118.3,94.9,90.3,104.3,106.7,100.5,99.5,554,6,90.6,6.3
Trenton Shaw,GRA_TIG,116.1,108.1,115.5,80.2,94.8,98.4,98.3,82.8,70,3,87.5,6.7
Eli Sundquist,MIN_GOL,116.1,106.2,109.1,85.8,114.6,113.0,100.5,82.8,424,3,88.2,5.3
Julien Hernandez,ORE_DUC,116.1,115.5,94.0,81.8,107.8,119.1,80.2,79.2,202,4,88.7,6.2
Eric Hammond,GEO_BUL,116.1,117.1,99.5,98.1,102.5,110.9,88.9,88.3,216,7,89.4,5.5
Lucas Mahlstedt,CLE_TIG,116.1,109.2,105.3,92.8,122.8,117.1,110.0,102.9,654,8,83.3,5.6
Jacob Frost,KAN_WIL,116.1,118.5,91.7,99.1,117.1,115.6,102.0,97.7,985,7,88.3,6.0
Aidan Keenan,STA_CAR,116.1,110.6,106.0,87.6,114.6,113.5,105.6,95.8,648,8,89.2,5.5
Lucas Kelly,ARI_SUN,116.1,116.5,103.0,95.0,119.7,120.3,102.8,97.6,439,6,93.2,6.1
